seed,config,edge_mae,ler_mae,lwr_mae
0,"(3.0, 8.0, 0.3, 0.3)",0.44030080778119907,0.17272048628493475,0.1719009262251503
0,"(3.0, 8.0, 0.3, 0.3)",0.4328913555509174,0.18194312081051267,0.20401962936933593
0,"(3.0, 8.0, 0.3, 0.3)",0.43140111173703255,0.17556650900042747,0.1970000236210918
0,"(3.0, 8.0, 0.3, 0.3)",0.4132078149399099,0.15289602886172138,0.17064446440010128
0,"(3.0, 8.0, 0.3, 0.3)",0.42718883516040845,0.17340505757344182,0.18577586113092437
0,"(3.0, 8.0, 0.3, 0.3)",0.4328722144855478,0.17739303545146723,0.16507085995573423
0,"(3.0, 8.0, 0.3, 0.3)",0.4364329266605437,0.1581389334616714,0.21788798436062473
0,"(3.0, 8.0, 0.3, 0.3)",0.4225303717858117,0.14420245265215637,0.2076251605319177
0,"(3.0, 8.0, 0.3, 0.3)",0.45605294864417867,0.15412397143459944,0.22318458916147588
0,"(3.0, 8.0, 0.3, 0.3)",0.4379700355354249,0.18291277638750025,0.21823281012400075
0,"(3.0, 8.0, 0.3, 0.3)",0.43383189809342815,0.17186153494860057,0.1972974529851368
0,"(3.0, 8.0, 0.3, 0.3)",0.46441080480392416,0.19051932333606092,0.19743738508468756
0,"(3.0, 8.0, 0.3, 0.3)",0.44049924869258283,0.16826860643876396,0.21245786076359563
0,"(3.0, 8.0, 0.3, 0.3)",0.4520453043515126,0.1785827226725314,0.20572229514172724
0,"(3.0, 8.0, 0.3, 0.3)",0.4359756008190049,0.17194229347252588,0.1884340522061474
0,"(3.0, 8.0, 0.3, 0.6)",0.4146162100880414,0.1620252772359132,0.12805562140570403
0,"(3.0, 8.0, 0.3, 0.6)",0.4303125528450287,0.19108292892850343,0.15170139271299687
