method,seed,config,logpsd_L_all,logpsd_L_low,logpsd_L_mid,logpsd_L_high,logpsd_R_all,logpsd_R_low,logpsd_R_mid,logpsd_R_high,logpsd_W_all,logpsd_W_low,logpsd_W_mid,logpsd_W_high,logpsd_mean_all
seg-only,0,"(1.5, 8.0, 0.3, 0.0)",5.421942710876465,0.6071975231170654,5.325571060180664,7.740504741668701,5.291675567626953,0.4693520963191986,5.352578639984131,7.4564619064331055,5.481925964355469,0.6282451152801514,5.489714622497559,7.714298725128174,5.398514747619629
seg-only,0,"(1.5, 8.0, 0.3, 0.0)",5.3205485343933105,0.41556212306022644,5.507531642913818,7.397404670715332,5.544877052307129,0.7440354228019714,5.471135139465332,7.83439302444458,5.416351795196533,0.6646029949188232,5.318705081939697,7.707114219665527,5.427259127298991
seg-only,0,"(1.5, 8.0, 0.3, 0.0)",5.390026092529297,0.6330403685569763,5.249520301818848,7.726065158843994,5.184276103973389,0.3297226130962372,5.0969157218933105,7.512200355529785,5.24478006362915,0.3901183605194092,5.152531623840332,7.577642440795898,5.273027420043945
seg-only,0,"(1.5, 8.0, 0.3, 0.0)",5.453731536865234,0.7708589434623718,5.477460861206055,7.591327667236328,5.286454677581787,0.5256404876708984,5.172633647918701,7.597575664520264,5.29443359375,0.5813737511634827,5.405285358428955,7.358841419219971,5.344873269399007
seg-only,0,"(1.5, 8.0, 0.3, 0.0)",5.609652519226074,0.7000683546066284,5.690866947174072,7.794401168823242,5.176648139953613,0.5145972371101379,5.448213577270508,7.056800365447998,5.396289825439453,0.6187699437141418,5.557018756866455,7.440570831298828,5.39419682820638
seg-only,0,"(1.5, 8.0, 0.3, 0.3)",5.4307708740234375,0.5782603025436401,5.405475616455078,7.695685863494873,5.261467933654785,0.6494307518005371,5.075593948364258,7.575974941253662,4.901597023010254,0.5020674467086792,4.703688144683838,7.1300578117370605,5.197945276896159
seg-only,0,"(1.5, 8.0, 0.3, 0.3)",5.563220977783203,0.7281779646873474,5.748073101043701,7.609927654266357,5.109125137329102,0.7707867622375488,4.81296968460083,7.407590866088867,5.053719997406006,0.6157398223876953,4.881530284881592,7.274209022521973,5.2420220375061035
seg-only,0,"(1.5, 8.0, 0.3, 0.3)",5.379586219787598,0.580342173576355,5.200799942016602,7.77340841293335,5.0510969161987305,0.3170807957649231,5.010586261749268,7.276538848876953,4.915229797363281,0.3494560718536377,4.960479259490967,6.977260112762451,5.115304311116536
seg-only,0,"(1.5, 8.0, 0.3, 0.3)",5.417642593383789,0.5223721265792847,5.248603343963623,7.846037864685059,5.294284820556641,0.631889820098877,5.137828350067139,7.602616310119629,4.83272647857666,0.5625453591346741,4.49911642074585,7.137189865112305,5.181551297505696
seg-only,0,"(1.5, 8.0, 0.3, 0.3)",5.485882759094238,0.7929684519767761,5.494007110595703,7.643718242645264,5.10295295715332,0.6249707341194153,4.8016276359558105,7.47104024887085,4.883327484130859,0.5339933037757874,4.4925737380981445,7.281466960906982,5.157387733459473
seg-only,0,"(1.5, 8.0, 0.3, 0.3)",5.333435535430908,0.36146125197410583,5.468117713928223,7.493510723114014,5.330475807189941,0.6430143117904663,5.0927886962890625,7.731607437133789,5.0725250244140625,0.5696579217910767,4.988142967224121,7.235154628753662,5.245478789011638
seg-only,0,"(1.5, 8.0, 0.3, 0.3)",5.432387351989746,0.3984105587005615,5.638935089111328,7.549215793609619,5.482852935791016,0.550680935382843,5.613096714019775,7.628997325897217,4.9232940673828125,0.3889516294002533,4.9645538330078125,6.974808216094971,5.279511451721191
